transcript_ref,transcript_base,transcript_version
NM_032320.7,NM_032320,7
NM_032321.3,NM_032321,3
NM_032322.4,NM_032322,4
NM_032323.3,NM_032323,3
NM_032324.3,NM_032324,3
NM_032325.4,NM_032325,4
NM_032326.4,NM_032326,4
NM_032327.4,NM_032327,4
NM_032328.4,NM_032328,4
NM_032329.6,NM_032329,6
NM_032330.3,NM_032330,3
NM_032331.4,NM_032331,4
NM_032332.4,NM_032332,4
NM_032333.5,NM_032333,5
NM_032334.3,NM_032334,3
NM_032335.3,NM_032335,3
NM_032336.3,NM_032336,3
NM_032338.4,NM_032338,4
NM_032339.5,NM_032339,5
NM_032340.4,NM_032340,4
NM_032341.5,NM_032341,5
NM_032342.3,NM_032342,3
NM_032343.3,NM_032343,3
NM_032344.4,NM_032344,4
NM_032345.3,NM_032345,3
NM_032346.2,NM_032346,2
NM_032347.3,NM_032347,3
NM_032348.4,NM_032348,4
NM_032349.4,NM_032349,4
NM_032350.5,NM_032350,5
NM_032351.6,NM_032351,6
NM_032352.4,NM_032352,4
NM_032353.4,NM_032353,4
NM_032354.5,NM_032354,5
NM_032355.4,NM_032355,4
NM_032356.6,NM_032356,6
NM_032357.4,NM_032357,4
NM_032358.4,NM_032358,4
NM_032359.4,NM_032359,4
NM_032360.4,NM_032360,4
NM_032361.4,NM_032361,4
NM_032362.1,NM_032362,1
NM_032364.6,NM_032364,6
NM_032365.1,NM_032365,1
NM_032366.5,NM_032366,5
NM_032367.4,NM_032367,4
NM_032368.5,NM_032368,5
NM_032369.4,NM_032369,4
NM_032370.3,NM_032370,3
NM_032371.2,NM_032371,2
NM_032372.6,NM_032372,6
NM_032373.5,NM_032373,5
NM_032374.4,NM_032374,4
NM_032375.5,NM_032375,5
NM_032376.4,NM_032376,4
NM_032377.4,NM_032377,4
NM_032378.7,NM_032378,7
NM_032379.3,NM_032379,3
NM_032380.5,NM_032380,5
NM_032381.1,NM_032381,1
NM_032382.5,NM_032382,5
NM_032383.5,NM_032383,5
NM_032384.1,NM_032384,1
NM_032385.5,NM_032385,5
NM_032387.5,NM_032387,5
NM_032389.6,NM_032389,6
NM_032390.5,NM_032390,5
NM_032391.3,NM_032391,3
NM_032401.1,NM_032401,1
NM_032402.2,NM_032402,2
NM_032403.3,NM_032403,3
NM_032404.3,NM_032404,3
NM_032405.2,NM_032405,2
NM_032406.1,NM_032406,1
NM_032407.1,NM_032407,1
NM_032408.4,NM_032408,4
NM_032409.3,NM_032409,3
NM_032410.4,NM_032410,4
NM_032411.3,NM_032411,3
NM_032412.4,NM_032412,4
NM_032413.4,NM_032413,4
NM_032414.3,NM_032414,3
NM_032415.7,NM_032415,7
NM_032417.4,NM_032417,4
NM_032419.1,NM_032419,1
NM_032420.5,NM_032420,5
NM_032421.3,NM_032421,3
NM_032422.2,NM_032422,2
NM_032423.3,NM_032423,3
NM_032424.3,NM_032424,3
NM_032425.5,NM_032425,5
NM_032427.4,NM_032427,4
NM_032428.2,NM_032428,2
NM_032429.4,NM_032429,4
NM_032430.2,NM_032430,2
NM_032431.3,NM_032431,3
NM_032432.5,NM_032432,5
NM_032433.4,NM_032433,4
NM_032434.4,NM_032434,4
NM_032435.3,NM_032435,3
NM_032436.4,NM_032436,4
NM_032437.4,NM_032437,4
NM_032438.4,NM_032438,4
NM_032439.4,NM_032439,4
NM_032440.4,NM_032440,4
NM_032441.1,NM_032441,1
NM_032442.3,NM_032442,3
NM_032444.4,NM_032444,4
NM_032445.3,NM_032445,3
NM_032446.3,NM_032446,3
NM_032447.5,NM_032447,5
NM_032448.3,NM_032448,3
NM_032449.3,NM_032449,3
NM_032450.3,NM_032450,3
NM_032451.2,NM_032451,2
NM_032452.3,NM_032452,3
NM_032453.2,NM_032453,2
NM_032454.1,NM_032454,1
NM_032456.4,NM_032456,4
NM_032457.4,NM_032457,4
NM_032458.3,NM_032458,3
NM_032459.3,NM_032459,3
NM_032461.4,NM_032461,4
NM_032463.3,NM_032463,3
NM_032464.3,NM_032464,3
NM_032466.4,NM_032466,4
NM_032467.4,NM_032467,4
NM_032468.5,NM_032468,5
NM_032470.4,NM_032470,4
NM_032471.6,NM_032471,6
NM_032472.4,NM_032472,4
NM_032476.4,NM_032476,4
NM_032477.3,NM_032477,3
NM_032478.4,NM_032478,4
NM_032479.4,NM_032479,4
NM_032482.3,NM_032482,3
NM_032483.4,NM_032483,4
NM_032484.5,NM_032484,5
NM_032485.6,NM_032485,6
NM_032486.4,NM_032486,4
NM_032487.5,NM_032487,5
NM_032488.4,NM_032488,4
NM_032489.3,NM_032489,3
NM_032490.5,NM_032490,5
NM_032491.6,NM_032491,6
NM_032492.4,NM_032492,4
NM_032493.4,NM_032493,4
NM_032494.3,NM_032494,3
NM_032495.6,NM_032495,6
NM_032496.4,NM_032496,4
NM_032497.3,NM_032497,3
NM_032498.3,NM_032498,3
NM_032499.6,NM_032499,6
NM_032501.4,NM_032501,4
NM_032503.3,NM_032503,3
NM_032504.2,NM_032504,2
NM_032505.3,NM_032505,3
NM_032506.4,NM_032506,4
NM_032507.4,NM_032507,4
NM_032508.4,NM_032508,4
NM_032509.4,NM_032509,4
NM_032510.4,NM_032510,4
NM_032511.4,NM_032511,4
NM_032512.5,NM_032512,5
NM_032513.5,NM_032513,5
NM_032514.4,NM_032514,4
NM_032515.5,NM_032515,5
NM_032517.6,NM_032517,6
NM_032518.4,NM_032518,4
NM_032519.2,NM_032519,2
NM_032520.5,NM_032520,5
NM_032521.3,NM_032521,3
NM_032522.5,NM_032522,5
NM_032523.4,NM_032523,4
NM_032524.2,NM_032524,2
NM_032525.3,NM_032525,3
NM_032526.3,NM_032526,3
NM_032527.5,NM_032527,5
NM_032528.3,NM_032528,3
NM_032529.1,NM_032529,1
NM_032530.2,NM_032530,2
NM_032531.4,NM_032531,4
NM_032532.3,NM_032532,3
NM_032534.4,NM_032534,4
NM_032536.4,NM_032536,4
NM_032538.3,NM_032538,3
NM_032539.5,NM_032539,5
NM_032545.4,NM_032545,4
NM_032546.4,NM_032546,4
NM_032547.3,NM_032547,3
NM_032548.4,NM_032548,4
NM_032549.4,NM_032549,4
NM_032550.4,NM_032550,4
NM_032551.5,NM_032551,5
NM_032552.4,NM_032552,4
NM_032553.3,NM_032553,3
NM_032554.4,NM_032554,4
NM_032556.6,NM_032556,6
NM_032557.6,NM_032557,6
NM_032558.3,NM_032558,3
NM_032559.5,NM_032559,5
NM_032560.4,NM_032560,4
NM_032561.5,NM_032561,5
NM_032562.5,NM_032562,5
NM_032563.2,NM_032563,2
NM_032564.5,NM_032564,5
NM_032565.5,NM_032565,5
NM_032566.3,NM_032566,3
NM_032567.4,NM_032567,4
NM_032568.1,NM_032568,1
NM_032569.4,NM_032569,4
NM_032570.1,NM_032570,1
NM_032571.5,NM_032571,5
NM_032572.4,NM_032572,4
NM_032573.5,NM_032573,5
NM_032574.4,NM_032574,4
NM_032575.3,NM_032575,3
NM_032576.4,NM_032576,4
NM_032578.4,NM_032578,4
NM_032579.3,NM_032579,3
NM_032580.4,NM_032580,4
NM_032581.4,NM_032581,4
NM_032582.4,NM_032582,4
NM_032583.4,NM_032583,4
NM_032584.3,NM_032584,3
NM_032587.4,NM_032587,4
NM_032588.4,NM_032588,4
NM_032589.2,NM_032589,2
NM_032590.5,NM_032590,5
NM_032591.3,NM_032591,3
NM_032592.4,NM_032592,4
NM_032593.3,NM_032593,3
NM_032594.4,NM_032594,4
NM_032595.5,NM_032595,5
NM_032596.4,NM_032596,4
NM_032597.5,NM_032597,5
NM_032598.5,NM_032598,5
NM_032599.4,NM_032599,4
NM_032600.3,NM_032600,3
NM_032601.4,NM_032601,4
NM_032602.2,NM_032602,2
NM_032603.5,NM_032603,5
NM_032604.4,NM_032604,4
NM_032606.5,NM_032606,5
NM_032607.3,NM_032607,3
NM_032608.7,NM_032608,7
NM_032609.3,NM_032609,3
NM_032611.3,NM_032611,3
NM_032620.4,NM_032620,4
NM_032621.4,NM_032621,4
NM_032622.3,NM_032622,3
NM_032623.4,NM_032623,4
NM_032624.1,NM_032624,1
NM_032625.1,NM_032625,1
NM_032626.6,NM_032626,6
NM_032627.5,NM_032627,5
NM_032628.1,NM_032628,1
NM_032629.1,NM_032629,1
NM_032630.3,NM_032630,3
NM_032631.4,NM_032631,4
NM_032632.5,NM_032632,5
NM_032633.1,NM_032633,1
NM_032634.4,NM_032634,4
NM_032635.4,NM_032635,4
NM_032636.8,NM_032636,8
NM_032637.4,NM_032637,4
NM_032638.5,NM_032638,5
NM_032639.4,NM_032639,4
NM_032640.2,NM_032640,2
NM_032641.4,NM_032641,4
NM_032642.3,NM_032642,3
NM_032643.5,NM_032643,5
NM_032644.3,NM_032644,3
NM_032645.5,NM_032645,5
NM_032646.6,NM_032646,6
NM_032647.4,NM_032647,4
NM_032648.3,NM_032648,3
NM_032649.6,NM_032649,6
NM_032650.1,NM_032650,1
NM_032651.1,NM_032651,1
NM_032652.1,NM_032652,1
NM_032653.1,NM_032653,1
NM_032654.1,NM_032654,1
NM_032656.4,NM_032656,4
NM_032657.1,NM_032657,1
NM_032658.2,NM_032658,2
NM_032659.1,NM_032659,1
NM_032660.1,NM_032660,1
NM_032661.1,NM_032661,1
NM_032663.5,NM_032663,5
NM_032664.3,NM_032664,3
NM_032665.1,NM_032665,1
NM_032667.6,NM_032667,6
NM_032669.1,NM_032669,1
NM_032673.3,NM_032673,3
NM_032674.1,NM_032674,1
NM_032675.1,NM_032675,1
NM_032677.1,NM_032677,1
NM_032679.3,NM_032679,3
NM_032680.4,NM_032680,4
NM_032681.4,NM_032681,4
NM_032682.6,NM_032682,6
NM_032683.3,NM_032683,3
NM_032684.1,NM_032684,1
NM_032685.2,NM_032685,2
NM_032687.4,NM_032687,4
NM_032689.5,NM_032689,5
NM_032690.1,NM_032690,1
NM_032691.1,NM_032691,1
NM_032693.3,NM_032693,3
NM_032696.1,NM_032696,1
NM_032697.1,NM_032697,1
NM_032699.1,NM_032699,1
NM_032701.4,NM_032701,4
NM_032703.1,NM_032703,1
NM_032704.5,NM_032704,5
NM_032705.3,NM_032705,3
NM_032706.1,NM_032706,1
NM_032707.1,NM_032707,1
NM_032709.3,NM_032709,3
NM_032711.4,NM_032711,4
NM_032712.3,NM_032712,3
NM_032714.3,NM_032714,3
NM_032715.1,NM_032715,1
NM_032717.5,NM_032717,5
NM_032718.5,NM_032718,5
NM_032719.1,NM_032719,1
NM_032720.1,NM_032720,1
NM_032721.3,NM_032721,3
NM_032722.2,NM_032722,2
NM_032724.2,NM_032724,2
NM_032725.4,NM_032725,4
NM_032726.4,NM_032726,4
NM_032727.4,NM_032727,4
NM_032728.4,NM_032728,4
NM_032729.1,NM_032729,1
NM_032730.5,NM_032730,5
NM_032731.4,NM_032731,4
NM_032732.6,NM_032732,6
NM_032734.1,NM_032734,1
NM_032735.3,NM_032735,3
NM_032736.1,NM_032736,1
NM_032737.4,NM_032737,4
NM_032738.4,NM_032738,4
NM_032739.1,NM_032739,1
NM_032740.4,NM_032740,4
NM_032741.5,NM_032741,5
NM_032742.1,NM_032742,1
NM_032744.4,NM_032744,4
NM_032746.1,NM_032746,1
NM_032747.4,NM_032747,4
NM_032749.1,NM_032749,1
NM_032750.3,NM_032750,3
NM_032751.1,NM_032751,1
NM_032752.3,NM_032752,3
NM_032753.4,NM_032753,4
NM_032754.2,NM_032754,2
NM_032755.1,NM_032755,1
NM_032756.4,NM_032756,4
NM_032758.4,NM_032758,4
NM_032759.1,NM_032759,1
NM_032760.2,NM_032760,2
NM_032761.2,NM_032761,2
NM_032762.2,NM_032762,2
NM_032763.1,NM_032763,1
NM_032764.2,NM_032764,2
NM_032765.4,NM_032765,4
NM_032766.1,NM_032766,1
NM_032767.1,NM_032767,1
NM_032768.1,NM_032768,1
NM_032769.1,NM_032769,1
NM_032770.3,NM_032770,3
NM_032771.1,NM_032771,1
NM_032772.6,NM_032772,6
NM_032773.4,NM_032773,4
NM_032774.1,NM_032774,1
NM_032775.4,NM_032775,4
NM_032776.3,NM_032776,3
NM_032777.10,NM_032777,10
NM_032778.6,NM_032778,6
NM_032779.4,NM_032779,4
NM_032780.4,NM_032780,4
NM_032781.4,NM_032781,4
NM_032782.5,NM_032782,5
NM_032783.5,NM_032783,5
NM_032784.5,NM_032784,5
NM_032785.4,NM_032785,4
NM_032786.3,NM_032786,3
NM_032787.3,NM_032787,3
NM_032788.3,NM_032788,3
NM_032789.5,NM_032789,5
NM_032790.3,NM_032790,3
NM_032792.4,NM_032792,4
NM_032793.5,NM_032793,5
NM_032794.1,NM_032794,1
NM_032795.3,NM_032795,3
NM_032796.4,NM_032796,4
NM_032797.6,NM_032797,6
NM_032799.5,NM_032799,5
NM_032800.3,NM_032800,3
NM_032801.5,NM_032801,5
NM_032802.4,NM_032802,4
NM_032803.6,NM_032803,6
NM_032804.6,NM_032804,6
NM_032805.3,NM_032805,3
NM_032806.6,NM_032806,6
NM_032807.5,NM_032807,5
NM_032808.7,NM_032808,7
NM_032809.4,NM_032809,4
NM_032810.4,NM_032810,4
NM_032811.3,NM_032811,3
NM_032812.9,NM_032812,9
NM_032813.5,NM_032813,5
NM_032814.4,NM_032814,4
NM_032815.4,NM_032815,4
NM_032816.5,NM_032816,5
NM_032817.6,NM_032817,6
NM_032818.3,NM_032818,3
NM_032819.5,NM_032819,5
NM_032821.2,NM_032821,2
NM_032822.3,NM_032822,3
NM_032823.6,NM_032823,6
NM_032824.3,NM_032824,3
NM_032825.5,NM_032825,5
NM_032826.5,NM_032826,5
NM_032827.7,NM_032827,7
NM_032828.4,NM_032828,4
NM_032829.3,NM_032829,3
NM_032830.3,NM_032830,3
NM_032831.4,NM_032831,4
NM_032832.6,NM_032832,6
NM_032833.5,NM_032833,5
NM_032834.4,NM_032834,4
NM_032836.3,NM_032836,3
NM_032837.3,NM_032837,3
NM_032838.4,NM_032838,4
NM_032839.3,NM_032839,3
NM_032840.3,NM_032840,3
NM_032841.1,NM_032841,1
NM_032842.4,NM_032842,4
NM_032843.5,NM_032843,5
NM_032844.5,NM_032844,5
NM_032845.1,NM_032845,1
NM_032846.4,NM_032846,4
NM_032847.3,NM_032847,3
NM_032848.3,NM_032848,3
NM_032849.4,NM_032849,4
NM_032850.5,NM_032850,5
NM_032851.1,NM_032851,1
NM_032852.4,NM_032852,4
NM_032853.5,NM_032853,5
NM_032854.4,NM_032854,4
NM_032855.4,NM_032855,4
NM_032856.5,NM_032856,5
NM_032857.5,NM_032857,5
NM_032858.3,NM_032858,3
NM_032859.3,NM_032859,3
NM_032860.5,NM_032860,5
NM_032861.4,NM_032861,4
NM_032862.5,NM_032862,5
NM_032863.2,NM_032863,2
NM_032864.4,NM_032864,4
NM_032865.6,NM_032865,6
NM_032866.5,NM_032866,5
NM_032867.4,NM_032867,4
NM_032868.6,NM_032868,6
NM_032869.4,NM_032869,4
NM_032870.4,NM_032870,4
NM_032871.4,NM_032871,4
NM_032872.3,NM_032872,3
NM_032873.5,NM_032873,5
NM_032874.2,NM_032874,2
NM_032875.3,NM_032875,3
NM_032876.6,NM_032876,6
NM_032878.5,NM_032878,5
NM_032880.5,NM_032880,5
NM_032881.3,NM_032881,3
NM_032882.6,NM_032882,6
NM_032883.3,NM_032883,3
NM_032884.5,NM_032884,5
NM_032885.6,NM_032885,6
NM_032886.1,NM_032886,1
NM_032887.1,NM_032887,1
NM_032888.4,NM_032888,4
NM_032889.5,NM_032889,5
NM_032890.5,NM_032890,5
NM_032891.2,NM_032891,2
NM_032892.5,NM_032892,5
NM_032895.2,NM_032895,2
NM_032897.1,NM_032897,1
NM_032898.5,NM_032898,5
NM_032899.6,NM_032899,6
NM_032900.6,NM_032900,6
NM_032901.4,NM_032901,4
NM_032902.7,NM_032902,7
NM_032903.2,NM_032903,2
NM_032904.1,NM_032904,1
NM_032905.5,NM_032905,5
NM_032906.5,NM_032906,5
NM_032907.5,NM_032907,5
NM_032909.1,NM_032909,1
NM_032910.2,NM_032910,2
NM_032915.1,NM_032915,1
NM_032916.3,NM_032916,3
NM_032918.3,NM_032918,3
NM_032920.1,NM_032920,1
NM_032921.1,NM_032921,1
NM_032922.1,NM_032922,1
NM_032923.1,NM_032923,1
NM_032924.5,NM_032924,5
NM_032925.1,NM_032925,1
NM_032926.3,NM_032926,3
NM_032927.4,NM_032927,4
NM_032928.4,NM_032928,4
NM_032929.3,NM_032929,3
NM_032930.3,NM_032930,3
NM_032932.6,NM_032932,6
NM_032933.6,NM_032933,6
NM_032935.3,NM_032935,3
NM_032936.4,NM_032936,4
NM_032937.4,NM_032937,4
NM_032938.1,NM_032938,1
NM_032940.3,NM_032940,3
NM_032941.3,NM_032941,3
NM_032942.1,NM_032942,1
NM_032943.5,NM_032943,5
NM_032944.4,NM_032944,4
NM_032945.2,NM_032945,2
NM_032946.2,NM_032946,2
NM_032947.5,NM_032947,5
NM_032949.3,NM_032949,3
NM_032950.4,NM_032950,4
NM_032951.3,NM_032951,3
NM_032952.3,NM_032952,3
NM_032953.3,NM_032953,3
NM_032954.3,NM_032954,3
NM_032955.3,NM_032955,3
NM_032957.5,NM_032957,5
NM_032958.3,NM_032958,3
NM_032959.7,NM_032959,7
NM_032960.4,NM_032960,4
NM_032961.3,NM_032961,3
NM_032962.5,NM_032962,5
NM_032963.4,NM_032963,4
NM_032964.3,NM_032964,3
NM_032965.6,NM_032965,6
NM_032966.2,NM_032966,2
NM_032967.2,NM_032967,2
NM_032968.5,NM_032968,5
NM_032969.4,NM_032969,4
NM_032970.4,NM_032970,4
NM_032971.3,NM_032971,3
NM_032972.3,NM_032972,3
NM_032973.2,NM_032973,2
NM_032974.5,NM_032974,5
NM_032975.4,NM_032975,4
NM_032976.4,NM_032976,4
NM_032977.4,NM_032977,4
NM_032978.7,NM_032978,7
NM_032979.5,NM_032979,5
NM_032980.4,NM_032980,4
NM_032981.5,NM_032981,5
NM_032982.4,NM_032982,4
NM_032983.4,NM_032983,4
NM_032984.2,NM_032984,2
NM_032985.6,NM_032985,6
NM_032986.5,NM_032986,5
NM_032988.1,NM_032988,1
NM_032989.3,NM_032989,3
NM_032991.3,NM_032991,3
NM_032992.3,NM_032992,3
NM_032993.2,NM_032993,2
NM_032994.1,NM_032994,1
NM_032995.2,NM_032995,2
NM_032996.3,NM_032996,3
NM_032997.3,NM_032997,3
NM_032998.3,NM_032998,3
NM_032999.4,NM_032999,4
NM_033000.4,NM_033000,4
NM_033001.4,NM_033001,4
NM_033003.1,NM_033003,1
NM_033004.4,NM_033004,4
NM_033005.1,NM_033005,1
NM_033006.4,NM_033006,4
NM_033007.4,NM_033007,4
NM_033008.3,NM_033008,3
NM_033009.1,NM_033009,1
NM_033010.2,NM_033010,2
NM_033011.4,NM_033011,4
NM_033012.4,NM_033012,4
NM_033013.3,NM_033013,3
NM_033014.4,NM_033014,4
NM_033015.4,NM_033015,4
NM_033016.3,NM_033016,3
NM_033017.4,NM_033017,4
NM_033018.4,NM_033018,4
NM_033019.1,NM_033019,1
NM_033020.3,NM_033020,3
NM_033022.4,NM_033022,4
NM_033023.5,NM_033023,5
NM_033024.1,NM_033024,1
NM_033025.6,NM_033025,6
NM_033026.6,NM_033026,6
NM_033027.4,NM_033027,4
NM_033028.5,NM_033028,5
NM_033029.4,NM_033029,4
NM_033030.6,NM_033030,6
NM_033031.3,NM_033031,3
NM_033032.3,NM_033032,3
NM_033033.4,NM_033033,4
NM_033034.3,NM_033034,3
NM_033035.5,NM_033035,5
NM_033036.3,NM_033036,3
NM_033043.2,NM_033043,2
NM_033044.3,NM_033044,3
NM_033045.4,NM_033045,4
NM_033046.2,NM_033046,2
NM_033048.6,NM_033048,6
NM_033049.4,NM_033049,4
NM_033050.6,NM_033050,6
NM_033051.4,NM_033051,4
NM_033052.1,NM_033052,1
NM_033053.3,NM_033053,3
NM_033054.3,NM_033054,3
NM_033055.3,NM_033055,3
NM_033056.4,NM_033056,4
NM_033057.2,NM_033057,2
NM_033058.3,NM_033058,3
NM_033059.4,NM_033059,4
NM_033060.3,NM_033060,3
NM_033061.4,NM_033061,4
NM_033062.4,NM_033062,4
NM_033063.2,NM_033063,2
NM_033064.5,NM_033064,5
NM_033066.3,NM_033066,3
NM_033067.3,NM_033067,3
NM_033068.3,NM_033068,3
NM_033069.2,NM_033069,2
NM_033070.3,NM_033070,3
NM_033071.5,NM_033071,5
NM_033081.3,NM_033081,3
NM_033082.4,NM_033082,4
NM_033083.7,NM_033083,7
NM_033084.6,NM_033084,6
NM_033085.3,NM_033085,3
NM_033086.3,NM_033086,3
NM_033087.4,NM_033087,4
NM_033088.4,NM_033088,4
NM_033089.7,NM_033089,7
NM_033090.3,NM_033090,3
NM_033091.3,NM_033091,3
NM_033092.4,NM_033092,4
NM_033093.4,NM_033093,4
NM_033100.4,NM_033100,4
NM_033101.4,NM_033101,4
NM_033102.3,NM_033102,3
NM_033103.5,NM_033103,5
NM_033104.3,NM_033104,3
NM_033105.6,NM_033105,6
NM_033106.4,NM_033106,4
NM_033107.4,NM_033107,4
NM_033108.3,NM_033108,3
NM_033109.5,NM_033109,5
NM_033110.3,NM_033110,3
NM_033111.5,NM_033111,5
NM_033112.4,NM_033112,4
NM_033113.3,NM_033113,3
NM_033114.4,NM_033114,4
NM_033115.5,NM_033115,5
NM_033116.6,NM_033116,6
NM_033117.4,NM_033117,4
NM_033118.4,NM_033118,4
NM_033119.5,NM_033119,5
NM_033120.4,NM_033120,4
NM_033121.2,NM_033121,2
NM_033122.4,NM_033122,4
NM_033123.4,NM_033123,4
NM_033124.5,NM_033124,5
NM_033125.4,NM_033125,4
NM_033126.3,NM_033126,3
NM_033127.4,NM_033127,4
NM_033128.3,NM_033128,3
NM_033129.4,NM_033129,4
NM_033130.5,NM_033130,5
NM_033131.4,NM_033131,4
NM_033132.5,NM_033132,5
NM_033133.5,NM_033133,5
NM_033135.4,NM_033135,4
NM_033136.4,NM_033136,4
NM_033137.4,NM_033137,4
NM_033138.4,NM_033138,4
NM_033139.4,NM_033139,4
NM_033140.4,NM_033140,4
NM_033141.4,NM_033141,4
NM_033142.2,NM_033142,2
NM_033143.2,NM_033143,2
NM_033147.4,NM_033147,4
NM_033148.4,NM_033148,4
NM_033150.3,NM_033150,3
NM_033151.4,NM_033151,4
NM_033152.1,NM_033152,1
NM_033153.1,NM_033153,1
NM_033154.1,NM_033154,1
NM_033155.1,NM_033155,1
NM_033157.4,NM_033157,4
NM_033158.5,NM_033158,5
NM_033159.4,NM_033159,4
NM_033160.7,NM_033160,7
NM_033161.4,NM_033161,4
NM_033163.5,NM_033163,5
NM_033164.4,NM_033164,4
NM_033165.5,NM_033165,5
NM_033167.3,NM_033167,3
NM_033168.3,NM_033168,3
NM_033169.3,NM_033169,3
NM_033170.3,NM_033170,3
NM_033171.3,NM_033171,3
NM_033172.3,NM_033172,3
NM_033173.1,NM_033173,1
NM_033176.2,NM_033176,2
NM_033177.4,NM_033177,4
NM_033178.4,NM_033178,4
NM_033179.2,NM_033179,2
NM_033180.5,NM_033180,5
NM_033181.4,NM_033181,4
NM_033182.7,NM_033182,7
NM_033183.3,NM_033183,3
NM_033184.4,NM_033184,4
NM_033185.3,NM_033185,3
NM_033186.1,NM_033186,1
NM_033187.2,NM_033187,2
NM_033188.4,NM_033188,4
NM_033191.3,NM_033191,3
NM_033194.3,NM_033194,3
NM_033195.3,NM_033195,3
NM_033196.3,NM_033196,3
NM_033197.3,NM_033197,3
NM_033198.4,NM_033198,4
NM_033199.4,NM_033199,4
NM_033200.3,NM_033200,3
NM_033201.3,NM_033201,3
NM_033204.4,NM_033204,4
NM_033206.1,NM_033206,1
NM_033207.5,NM_033207,5
NM_033208.4,NM_033208,4
NM_033209.2,NM_033209,2
NM_033210.5,NM_033210,5
NM_033211.4,NM_033211,4
NM_033212.4,NM_033212,4
NM_033213.5,NM_033213,5
NM_033214.3,NM_033214,3
NM_033215.5,NM_033215,5
NM_033219.3,NM_033219,3
NM_033220.1,NM_033220,1
NM_033221.1,NM_033221,1
NM_033222.5,NM_033222,5
NM_033223.5,NM_033223,5
NM_033224.5,NM_033224,5
NM_033225.6,NM_033225,6
NM_033226.3,NM_033226,3
NM_033227.3,NM_033227,3
NM_033228.3,NM_033228,3
NM_033229.3,NM_033229,3
NM_033238.3,NM_033238,3
NM_033239.3,NM_033239,3
NM_033240.3,NM_033240,3
NM_033242.2,NM_033242,2
NM_033244.4,NM_033244,4
NM_033245.2,NM_033245,2
NM_033246.3,NM_033246,3
NM_033247.3,NM_033247,3
NM_033249.3,NM_033249,3
NM_033250.3,NM_033250,3
NM_033251.2,NM_033251,2
NM_033252.1,NM_033252,1
NM_033253.4,NM_033253,4
NM_033254.4,NM_033254,4
NM_033255.5,NM_033255,5
NM_033256.3,NM_033256,3
NM_033257.4,NM_033257,4
NM_033258.2,NM_033258,2
NM_033259.3,NM_033259,3
NM_033260.4,NM_033260,4
NM_033261.3,NM_033261,3
NM_033262.5,NM_033262,5
NM_033266.4,NM_033266,4
NM_033267.5,NM_033267,5
NM_033271.3,NM_033271,3
NM_033272.4,NM_033272,4
NM_033273.3,NM_033273,3
NM_033274.5,NM_033274,5
NM_033276.4,NM_033276,4
NM_033277.2,NM_033277,2
NM_033278.4,NM_033278,4
NM_033279.1,NM_033279,1
NM_033280.4,NM_033280,4
NM_033281.6,NM_033281,6
NM_033282.4,NM_033282,4
NM_033284.2,NM_033284,2
NM_033285.4,NM_033285,4
NM_033286.4,NM_033286,4
NM_033288.4,NM_033288,4
NM_033289.2,NM_033289,2
NM_033290.4,NM_033290,4
NM_033291.1,NM_033291,1
NM_033292.4,NM_033292,4
NM_033293.4,NM_033293,4
NM_033294.4,NM_033294,4
NM_033295.4,NM_033295,4
NM_033296.3,NM_033296,3
NM_033297.2,NM_033297,2
NM_033300.4,NM_033300,4
NM_033301.3,NM_033301,3
NM_033302.3,NM_033302,3
NM_033303.4,NM_033303,4
NM_033304.3,NM_033304,3
NM_033305.3,NM_033305,3
NM_033306.3,NM_033306,3
NM_033307.2,NM_033307,2
NM_033308.1,NM_033308,1
NM_033309.3,NM_033309,3
NM_033310.3,NM_033310,3
NM_033311.1,NM_033311,1
NM_033312.3,NM_033312,3
NM_033313.3,NM_033313,3
NM_033315.4,NM_033315,4
NM_033316.4,NM_033316,4
NM_033317.5,NM_033317,5
NM_033318.5,NM_033318,5
NM_033319.4,NM_033319,4
NM_033323.2,NM_033323,2
NM_033326.3,NM_033326,3
NM_033328.3,NM_033328,3
NM_033329.2,NM_033329,2
NM_033331.4,NM_033331,4
NM_033332.1,NM_033332,1
NM_033334.4,NM_033334,4
NM_033335.2,NM_033335,2
NM_033337.3,NM_033337,3
NM_033338.6,NM_033338,6
NM_033339.5,NM_033339,5
NM_033340.4,NM_033340,4
NM_033341.4,NM_033341,4
NM_033342.4,NM_033342,4
NM_033343.4,NM_033343,4
NM_033344.1,NM_033344,1
NM_033345.4,NM_033345,4
NM_033346.2,NM_033346,2
NM_033347.2,NM_033347,2
NM_033348.2,NM_033348,2
NM_033355.3,NM_033355,3
NM_033356.4,NM_033356,4
NM_033357.2,NM_033357,2
NM_033358.4,NM_033358,4
NM_033360.4,NM_033360,4
NM_033362.4,NM_033362,4
NM_033363.1,NM_033363,1
NM_033364.4,NM_033364,4
NM_033375.5,NM_033375,5
NM_033377.2,NM_033377,2
NM_033378.2,NM_033378,2
NM_033379.5,NM_033379,5
NM_033380.3,NM_033380,3
NM_033381.1,NM_033381,1
NM_033382.3,NM_033382,3
NM_033386.4,NM_033386,4
NM_033387.4,NM_033387,4
NM_033388.2,NM_033388,2
NM_033389.3,NM_033389,3
NM_033390.2,NM_033390,2
NM_033392.3,NM_033392,3
NM_033393.3,NM_033393,3
NM_033394.3,NM_033394,3
